1107,11,KABUPATEN ACEH BARAT
1112,11,KABUPATEN ACEH BARAT DAYA
1106,11,KABUPATEN ACEH BESAR
1114,11,KABUPATEN ACEH JAYA
1101,11,KABUPATEN ACEH SELATAN
1110,11,KABUPATEN ACEH SINGKIL
1116,11,KABUPATEN ACEH TAMIANG
1104,11,KABUPATEN ACEH TENGAH
1102,11,KABUPATEN ACEH TENGGARA
1103,11,KABUPATEN ACEH TIMUR
1108,11,KABUPATEN ACEH UTARA
1117,11,KABUPATEN BENER MERIAH
1111,11,KABUPATEN BIREUEN
1113,11,KABUPATEN GAYO LUES
1115,11,KABUPATEN NANGAN RAYA
1107,11,KABUPATEN PIDIE
1118,11,KABUPATEN PIDIE JAYA
1109,11,KABUPATEN SIMEULUE
1171,11,KOTA BANDA ACEH
1174,11,KOTA LANGSA
1173,11,KOTA LHOKSEUMAWE
1172,11,KOTA SABANG
1175,11,KOTA SUBULUSSALAM
1209,
